number,value,params_c1,params_c2,params_c3,params_inputWeights_max,params_inputWeights_min,params_interSpeciesRate,params_keep,params_noCrossoverOff,params_probabilityAddLink_Large,params_probabilityAddLink_small,params_probabilityAddNodeLarge,params_probabilityAddNodeSmall,params_probabilityWeightMutated,params_threshold,state,study_name
0,-226.7,1.2253283304516,1.3454032976539896,0.4506149342245289,131.17369115325755,2.5509149765967223,0.0014273725893957,0.4597006033557789,0.2589108697060943,0.1374969686807437,0.0302053399650202,0.3908307646300346,0.0352610042482524,0.8051031988242071,3.003578651727345,COMPLETE,IZ-A
1,-191.29,0.7562500975154,0.8543295878905562,0.4149051991310627,192.69221355649535,21.284220258267116,0.0006031999817878985,0.4024157504877222,0.3077896143214403,0.08501771773660294,0.02608150639184751,0.21353256462878206,0.030124436586817228,0.874502442371978,3.4613288441616072,COMPLETE,IZ-A
2,-109.0,1.1143420764829508,1.0683478485337765,0.4869923976397144,188.85995939156993,0.5159883495314516,0.0009910922963640104,0.4328041506708317,0.2949567659100535,0.061979570550264845,0.03484116526047594,0.0788863748748458,0.03726801347414304,0.7922552306530929,2.9911881713888198,COMPLETE,IZ-A
3,-176.58,1.3287279120845956,1.2878330440023253,0.3956996196553716,138.62159959338786,65.99405672222122,0.001351017770546223,0.42238617358051445,0.2643612251428267,0.14653628278196762,0.034013303516248795,0.2940579066439912,0.039130295275941446,0.7803798093037437,3.66271896704577,COMPLETE,IZ-A
4,-133.26,0.798478568145729,1.4619341295373356,0.4435935859608775,159.88687699411605,15.60303725292999,0.000564560714489018,0.5121227238415248,0.16479294256102708,0.12127048618527586,0.03807441270781038,0.0831216423740397,0.02995663579627058,0.8621650106375764,3.7026848419253424,COMPLETE,IZ-A
5,-182.0,0.5377297716472794,0.6342036746976877,0.3272659392106207,79.26858805354848,2.945386549686693,0.0008739128801262231,0.4491044096537106,0.27112316534669434,0.15089694794277328,0.03801107804841324,0.06196068744919579,0.03103257094566582,0.8152658176646518,2.3077355254413803,COMPLETE,IZ-A
6,-217.42,1.2658613024843495,1.044128239669953,0.34366536069423886,149.8445271050137,34.30592238376722,0.001497146950862916,0.4057369017459661,0.3167304242127678,0.1259951437133415,0.017977393925668064,0.3180542940666902,0.03630952135342555,0.8201256815784238,2.1506917119738977,COMPLETE,IZ-A
7,-155.52,1.2860045094985229,1.2253707808698993,0.4983627644361677,128.94943653333866,48.34323344733338,0.0010937533564349337,0.5197655923120916,0.27107466080529774,0.11753335117590973,0.02100444892711436,0.12997253148263282,0.03420247407628992,0.7874490920302367,3.120747534563554,COMPLETE,IZ-A
8,-101.38,0.8149772117155575,0.7821111420624595,0.38548424226243594,92.93286577412252,40.02958596979702,0.0012793124104144927,0.4033146771557653,0.25374199491547067,0.11781149726602294,0.027163761222412652,0.39552632105392826,0.02211200051967548,0.8916871594580429,3.3913180935970657,COMPLETE,IZ-A
9,-210.83,1.4703760441252274,0.8033326848501687,0.3407268335042682,110.31183197369494,28.386275896376798,0.0011991940028873054,0.44311132982011975,0.15265808076190404,0.10513692842224567,0.02773615787246185,0.18709095289262054,0.027115312241398452,0.7158191240810244,3.9419080922114276,COMPLETE,IZ-A
