number,value,params_c1,params_c2,params_c3,params_inputWeights_max,params_inputWeights_min,params_interSpeciesRate,params_keep,params_noCrossoverOff,params_probabilityAddLink_Large,params_probabilityAddLink_small,params_probabilityAddNodeLarge,params_probabilityAddNodeSmall,params_probabilityWeightMutated,params_threshold,state,study_name
0,0.94,1.072,0.799,0.302,150.0,110.0,0.001,0.473,0.347,0.195,0.033,0.359,0.021,0.827,2.714,COMPLETE,IZ-A
1,0.93,1.3233042004328477,1.0382268916229869,0.41628880825386916,143.1327267945446,116.90215222107383,0.0005192743993785204,0.5426719500284972,0.28219974807858605,0.18918940963261222,0.04951705735306418,0.20453257119350107,0.03637992790971866,0.8004850692234009,2.0916049350975454,COMPLETE,IZ-A
2,0.94,0.5069204614934856,1.0793076495313154,0.419067177613807,149.2322100064299,100.71689497364818,0.001111411766618655,0.5880901689364435,0.19940498845971083,0.15736151631399975,0.013880069973806673,0.2091436251024596,0.028217552723373347,0.704804994072044,2.738177966598143,COMPLETE,IZ-A
3,0.93,0.6351094322621295,1.1364102309093123,0.3408722673666056,138.44102947641633,90.38325408949424,0.0011884644935776715,0.4708910702975216,0.34669347534141226,0.060239273931466525,0.012639842438521245,0.2626554788590917,0.03556358801673065,0.7926411975297051,3.990116961145147,COMPLETE,IZ-A
4,0.93,0.5231191049416948,1.2506932584048798,0.3419965554438189,157.30264260508585,112.77593508101933,0.0014308509847101142,0.5919118924413576,0.2749713376355999,0.09836080706768907,0.018903737677234425,0.3993527378905967,0.033477586703449067,0.7386448355290283,2.700979520778045,COMPLETE,IZ-A
5,0.93,1.4573908008290901,1.4219362228822487,0.4063125288817125,133.81871887888693,118.65236879963423,0.0009913805338694912,0.5169072980863009,0.24582108302774647,0.1731061588676049,0.03554214011395318,0.32334354137884347,0.032929363677323444,0.886319578660063,3.0141997801270404,COMPLETE,IZ-A
6,0.94,0.9933382559049068,0.6819624244307987,0.4068197992604791,137.0654151245112,127.84158740153853,0.0010226340921033878,0.47258368434335,0.3176824595359338,0.11728824897672349,0.04632244758042435,0.292669115162532,0.02466809453524093,0.739626802242348,3.324763856921133,COMPLETE,IZ-A
7,0.94,1.3320413753383464,0.6594692621705244,0.4093332935942412,161.86515175642606,96.09223101458826,0.0008779151095597707,0.5159753730845593,0.2970542123880797,0.1387080994412906,0.047254274331581386,0.05871886874659235,0.03331772076124057,0.8510381123240788,3.82690729191184,COMPLETE,IZ-A
8,0.94,1.0209927862572048,0.7608045275976779,0.450662960966555,164.6496079610592,96.82617672248884,0.0008574371863317121,0.4114943221784917,0.33843743268202636,0.10968058495322947,0.0478309496932827,0.34324127838767815,0.02216942159186263,0.7356336529220867,2.8940154040336328,COMPLETE,IZ-A
9,0.94,1.058036167141613,0.5668809838943869,0.4875850014403542,161.84424851103816,123.03168417714531,0.0014554973211600816,0.5000327548603062,0.26174762400242035,0.12429712127030747,0.025703100169705673,0.2869946579001167,0.03568034736858018,0.8269927862354287,3.8368683563356143,COMPLETE,IZ-A
10,0.94,0.8222464835645784,0.8634608600438515,0.3011018199683857,151.8991661493061,105.97865133323836,0.0006251821343378594,0.4049452627892776,0.15690024772914365,0.19723558256600995,0.03530845563069,0.12252588022892484,0.02108763635930993,0.8965783064159799,2.184130962474865,COMPLETE,IZ-A
11,0.91,0.783567914215719,0.8883365974525679,0.3597401794079606,146.8785672985586,106.70733350983961,0.0012004289860044353,0.5988845897829432,0.20407786463650435,0.16343352822144808,0.0287106846578414,0.18443871046435587,0.027472528525142537,0.7031874729528799,2.4472311891180443,COMPLETE,IZ-A
12,0.92,1.1930566794370085,0.9875390472147954,0.451404678330704,152.63235713797542,101.9189442257637,0.0012267920144403152,0.44519967489975754,0.21412603255861373,0.1531091717245282,0.010506240194648641,0.14238015853804192,0.028339609006220796,0.7837288126727853,3.3052380925909923,COMPLETE,IZ-A
13,0.91,0.8573766852395784,1.2259185895603426,0.37369880029251573,146.30520551363415,111.38546342730217,0.0010529170495569438,0.5521896485901143,0.17451994235214469,0.17932823122792163,0.022859520510713632,0.22651995152812726,0.0399117306563284,0.8447989084853017,2.526678576961658,COMPLETE,IZ-A
14,0.95,1.163033444543642,0.8492948872725586,0.3002270565744887,169.33054325120568,101.86436343232992,0.0007613736856587883,0.5603844739967202,0.22791798378117362,0.14574359908564793,0.03555249267231024,0.3949511599686088,0.0247361345214678,0.7718419901678795,3.1916607622928135,COMPLETE,IZ-A
15,0.92,1.1956549764900413,0.8468166375638654,0.3050164545374915,169.47229692135502,106.12763579825781,0.00073495909854868,0.5561761946622946,0.23880851530726438,0.08320028159935347,0.03594660287440784,0.39529378681070826,0.024346653006526144,0.7685715647598836,3.2620888367044385,COMPLETE,IZ-A
16,0.94,1.157961896426643,0.5647074218704906,0.3253075947712734,156.38366345262125,114.78058045591484,0.0007880895551261197,0.46395510705635495,0.22432119272042417,0.14107795475866974,0.040753402700296724,0.35160937786310176,0.024061051632047133,0.8152172667269247,3.5400526359876805,COMPLETE,IZ-A
17,0.95,0.8976441762907466,0.9388458110412226,0.37469027033763413,141.85857959362713,90.05741002420581,0.000674442284003679,0.43618097198501643,0.31102525796478103,0.14175096344855495,0.04083335788784479,0.364112522118398,0.020463364886719307,0.7636595496717418,3.092619093045267,COMPLETE,IZ-A
18,0.92,0.9188661331131982,0.9453532740575636,0.3799663190316444,131.05649645411265,91.1930663655685,0.0006548854869035776,0.4334114506876469,0.30891369441846844,0.13839340272285977,0.04085760996945123,0.03522071445504199,0.025426203906646648,0.7621141670975209,3.076186004482522,COMPLETE,IZ-A
19,0.94,0.6743833958732056,0.7235557824703991,0.3291187878741181,141.12890245543412,94.63509375254812,0.0005632956296111399,0.5715644923523985,0.18092159778635608,0.09448120168280202,0.04285998803239653,0.3127111914646998,0.020254489576858936,0.7609759649109101,3.475609658549187,COMPLETE,IZ-A
20,0.9,0.9460605317241099,1.457078540641178,0.38069426093347847,143.12614030199546,100.08932463581584,0.0007196609688602986,0.533068359970017,0.32123742056837445,0.14768516332493473,0.029987782023225634,0.3719198966088036,0.022472008220908474,0.7742295759483886,3.578562672025326,COMPLETE,IZ-A
21,0.95,1.108370929509745,0.8012397827652963,0.31489602968154673,154.4609637456239,109.26889041465294,0.0008865234370013553,0.44062171600175026,0.33271796624225686,0.17201115204280407,0.03334435390150764,0.3560588393553549,0.02007793041920842,0.8137486857032775,3.1062795427001877,COMPLETE,IZ-A
22,0.95,1.2849983336691249,0.9344107871448829,0.32164439709559395,167.42927958381446,104.90001709332574,0.0008818392083556895,0.4306691307527032,0.2874505201563008,0.17095958347173712,0.03968508825604165,0.2576659139485755,0.022779847638713453,0.8043976068223145,3.174913016414427,COMPLETE,IZ-A
23,0.96,1.1402580973917436,0.8019299047534597,0.352620858355313,155.3751417274834,93.5268043627442,0.0007548384161628465,0.4497826925571611,0.33130100296793497,0.1334343765226746,0.03198108449024998,0.37276226376587773,0.02634769515640111,0.7505297398267089,2.9279612095577865,COMPLETE,IZ-A
24,0.95,1.4920827390804654,0.622996417068472,0.35278481325749017,159.85701793207673,92.95748445258928,0.0006402691311151039,0.4531071055267605,0.2643157155628266,0.13238272442155638,0.0378438533540499,0.39988708833499,0.030468865934592054,0.7204754957937635,2.8927343267176466,COMPLETE,IZ-A
25,0.94,1.2574286731998494,0.5064111130120144,0.3611755729942357,165.5404018659222,97.89610387035457,0.000781260021293036,0.4884699325227677,0.23009856760462646,0.12385785384316336,0.026596399724060263,0.3256959579487392,0.02703510176885481,0.7479042930738772,2.924308548791276,COMPLETE,IZ-A
26,0.93,1.410559255466294,1.1007858280677638,0.38792355073995644,146.0346430481345,93.38034383543271,0.0006943543118632749,0.42020541995851085,0.29734725836394316,0.1501564554333156,0.044443825750558455,0.36982016149852037,0.02600870025328631,0.7573819706858378,3.4202576050899767,COMPLETE,IZ-A
27,0.95,1.1208030724783888,0.9805016146088145,0.3421763802930968,137.9677292216094,90.06736376514765,0.0005809838030458089,0.4975877778562829,0.2568526569918771,0.10945151635402614,0.03314495483448878,0.288929454681403,0.029183885218093616,0.721338679366081,2.3912198774261695,COMPLETE,IZ-A
