number,value,params_c1,params_c2,params_c3,params_inputWeights_max,params_inputWeights_min,params_interSpeciesRate,params_keep,params_noCrossoverOff,params_probabilityAddLink_Large,params_probabilityAddLink_small,params_probabilityAddNodeLarge,params_probabilityAddNodeSmall,params_probabilityWeightMutated,params_threshold,state,study_name
0,0.88,0.776,0.984,0.405,150.0,110.0,0.001,0.519,0.217,0.188,0.014,0.084,0.026,0.864,2.587,COMPLETE,IZ-A
1,0.89,0.5505902011555892,0.6995738351552259,0.49329926436444027,157.3138738260089,104.85570197634561,0.0006575214242913107,0.41712584651303775,0.16738837152583844,0.0533909744878151,0.043020375794461496,0.3100768601292929,0.02598101478530622,0.8056768357490929,3.0591762526528905,COMPLETE,IZ-A
2,0.92,0.8441243595073703,0.952227485875233,0.4108060323105716,142.9070337211857,110.81792857913257,0.0013557208831074192,0.4129975956385327,0.3048060888363383,0.19111153339846826,0.04486410301986449,0.39174209103000457,0.03986889524494877,0.8603661316701351,2.0268993514768843,COMPLETE,IZ-A
3,0.87,0.9243132179759777,0.9768013797333688,0.4048490650956909,152.51166729287374,102.58424161250767,0.001282564351566909,0.5790530394416362,0.3100505322115781,0.17967466141015437,0.04262631742340438,0.28957185238085403,0.020542692319212897,0.7915963998288865,3.928311367971605,COMPLETE,IZ-A
4,0.9,1.220415770891967,0.679694148526319,0.474063970381215,144.6234985432255,122.31079065190657,0.0006921138568395602,0.4125646416126849,0.27200258227468394,0.1496699896885001,0.033138037868751365,0.07187171540535879,0.024261142696133484,0.821347665134979,3.416744926757495,COMPLETE,IZ-A
5,0.87,0.7139832115489679,1.1851212566744493,0.4315455935715242,151.71868208439443,125.38304740742689,0.0006737026743094843,0.42630631259284496,0.2519655024485208,0.16147574463734976,0.02356605971091208,0.10161355879721223,0.02767502756620529,0.8851401807927013,3.8806833176956554,COMPLETE,IZ-A
6,0.91,1.1068855305678214,1.1304364840549335,0.42452963076643324,134.11163481860993,103.01098839177986,0.0007480557861618914,0.4762160578818881,0.2923443192743056,0.12570055333019903,0.02251827584662107,0.10497323999599979,0.03613729063016698,0.8502625702494652,2.9160041342258243,COMPLETE,IZ-A
7,0.89,0.5233515515798588,0.8893234114391815,0.4254748783298861,151.13427140510228,94.78308302624569,0.0012857901462219048,0.40684810388334075,0.2845358424449649,0.14928232503930022,0.011315433977101828,0.09774512472880514,0.03151569277869412,0.7816150735768661,3.5233286495895344,COMPLETE,IZ-A
8,0.89,0.8506830219825592,1.2394142780920507,0.4009136067777647,138.88229608138855,122.35447355717366,0.0010202059068800777,0.5700353820006545,0.3401147789218468,0.12460115361577849,0.026075320256516946,0.30490478340082566,0.03177009154264569,0.8973828769655259,2.5827868498260456,COMPLETE,IZ-A
9,0.93,1.0449853007919965,1.474714711394419,0.4158810925770375,133.42492772700396,105.19523677975377,0.0013532310160384994,0.41854706721546386,0.3071063621134841,0.14003764435736593,0.02544758253668021,0.027443786850506257,0.025347948271078554,0.7610077302912253,2.3381979014123218,COMPLETE,IZ-A
